country,brand_name,months_postgx,n_gxs
COUNTRY_B6AE,BRAND_6898,4,2.0
COUNTRY_B6AE,BRAND_6898,5,2.0
COUNTRY_B6AE,BRAND_6898,6,2.0
COUNTRY_B6AE,BRAND_6898,7,2.0
COUNTRY_B6AE,BRAND_6898,8,2.0
COUNTRY_B6AE,BRAND_6898,9,2.0
COUNTRY_B6AE,BRAND_6898,10,2.0
COUNTRY_B6AE,BRAND_6898,11,2.0
COUNTRY_B6AE,BRAND_6898,12,3.0
COUNTRY_B6AE,BRAND_6898,13,3.0
COUNTRY_B6AE,BRAND_6898,14,3.0
COUNTRY_B6AE,BRAND_6898,15,3.0
COUNTRY_B6AE,BRAND_6898,16,3.0
COUNTRY_B6AE,BRAND_6898,17,3.0
COUNTRY_B6AE,BRAND_6898,18,3.0
COUNTRY_B6AE,BRAND_6898,19,3.0
COUNTRY_B6AE,BRAND_6898,20,3.0
COUNTRY_B6AE,BRAND_6898,21,3.0
COUNTRY_B6AE,BRAND_6898,22,3.0
COUNTRY_B6AE,BRAND_6898,23,3.0
COUNTRY_B6AE,BRAND_748D,0,
COUNTRY_B6AE,BRAND_748D,1,
COUNTRY_B6AE,BRAND_748D,2,
COUNTRY_B6AE,BRAND_748D,3,
COUNTRY_B6AE,BRAND_748D,4,
COUNTRY_B6AE,BRAND_748D,5,
COUNTRY_B6AE,BRAND_748D,6,
COUNTRY_B6AE,BRAND_748D,7,
COUNTRY_B6AE,BRAND_748D,8,
COUNTRY_B6AE,BRAND_748D,9,
COUNTRY_B6AE,BRAND_748D,10,
COUNTRY_B6AE,BRAND_748D,11,
COUNTRY_B6AE,BRAND_748D,12,
COUNTRY_B6AE,BRAND_748D,13,
COUNTRY_B6AE,BRAND_748D,14,
COUNTRY_B6AE,BRAND_748D,15,
COUNTRY_B6AE,BRAND_748D,16,
COUNTRY_B6AE,BRAND_748D,17,
COUNTRY_B6AE,BRAND_748D,18,
COUNTRY_B6AE,BRAND_748D,19,
COUNTRY_B6AE,BRAND_748D,20,
COUNTRY_B6AE,BRAND_748D,21,
COUNTRY_B6AE,BRAND_748D,22,
COUNTRY_B6AE,BRAND_748D,23,
COUNTRY_3536,BRAND_1C1E,0,9.0
COUNTRY_3536,BRAND_1C1E,1,9.0
COUNTRY_3536,BRAND_1C1E,2,9.0
COUNTRY_3536,BRAND_1C1E,3,9.0
COUNTRY_3536,BRAND_1C1E,4,9.0
COUNTRY_3536,BRAND_1C1E,5,9.0
COUNTRY_3536,BRAND_1C1E,6,9.0
COUNTRY_3536,BRAND_1C1E,7,9.0
COUNTRY_3536,BRAND_1C1E,8,9.0
COUNTRY_3536,BRAND_1C1E,9,9.0
COUNTRY_3536,BRAND_1C1E,10,9.0
COUNTRY_3536,BRAND_1C1E,11,9.0
COUNTRY_3536,BRAND_1C1E,12,9.0
COUNTRY_3536,BRAND_1C1E,13,9.0
COUNTRY_3536,BRAND_1C1E,14,9.0
COUNTRY_3536,BRAND_1C1E,15,9.0
COUNTRY_3536,BRAND_1C1E,16,9.0
COUNTRY_3536,BRAND_1C1E,17,9.0
COUNTRY_3536,BRAND_1C1E,18,9.0
COUNTRY_3536,BRAND_1C1E,19,9.0
COUNTRY_3536,BRAND_1C1E,20,9.0
COUNTRY_3536,BRAND_1C1E,21,9.0
COUNTRY_3536,BRAND_1C1E,22,9.0
COUNTRY_3536,BRAND_1C1E,23,9.0
COUNTRY_3536,BRAND_562D,0,2.0
COUNTRY_3536,BRAND_562D,1,2.0
COUNTRY_3536,BRAND_562D,2,2.0
COUNTRY_3536,BRAND_562D,3,2.0
COUNTRY_3536,BRAND_562D,4,2.0
COUNTRY_3536,BRAND_562D,5,2.0
COUNTRY_3536,BRAND_562D,6,2.0
COUNTRY_3536,BRAND_562D,7,3.0
COUNTRY_3536,BRAND_562D,8,3.0
COUNTRY_3536,BRAND_562D,9,3.0
COUNTRY_3536,BRAND_562D,10,3.0
COUNTRY_3536,BRAND_562D,11,3.0
COUNTRY_3536,BRAND_562D,12,3.0
COUNTRY_3536,BRAND_562D,13,3.0
COUNTRY_3536,BRAND_562D,14,3.0
COUNTRY_3536,BRAND_562D,15,3.0
COUNTRY_3536,BRAND_562D,16,3.0
COUNTRY_3536,BRAND_562D,17,3.0
COUNTRY_3536,BRAND_562D,18,3.0
COUNTRY_3536,BRAND_562D,19,3.0
COUNTRY_3536,BRAND_562D,20,3.0
COUNTRY_3536,BRAND_562D,21,3.0
COUNTRY_3536,BRAND_562D,22,3.0
COUNTRY_3536,BRAND_562D,23,3.0
COUNTRY_3536,BRAND_AA40,0,0.0
COUNTRY_3536,BRAND_AA40,1,0.0
COUNTRY_3536,BRAND_AA40,2,0.0
COUNTRY_3536,BRAND_AA40,3,0.0
COUNTRY_3536,BRAND_AA40,4,0.0
COUNTRY_3536,BRAND_AA40,5,0.0
COUNTRY_3536,BRAND_AA40,6,0.0
COUNTRY_3536,BRAND_AA40,7,0.0
COUNTRY_3536,BRAND_AA40,8,0.0
COUNTRY_3536,BRAND_AA40,9,1.0
COUNTRY_3536,BRAND_AA40,10,1.0
COUNTRY_3536,BRAND_AA40,11,1.0
COUNTRY_3536,BRAND_AA40,12,1.0
COUNTRY_3536,BRAND_AA40,13,1.0
COUNTRY_3536,BRAND_AA40,14,1.0
COUNTRY_3536,BRAND_AA40,15,1.0
COUNTRY_3536,BRAND_AA40,16,1.0
COUNTRY_3536,BRAND_AA40,17,1.0
COUNTRY_3536,BRAND_AA40,18,1.0
COUNTRY_3536,BRAND_AA40,19,1.0
COUNTRY_3536,BRAND_AA40,20,1.0
COUNTRY_3536,BRAND_AA40,21,1.0
COUNTRY_3536,BRAND_AA40,22,1.0
COUNTRY_3536,BRAND_AA40,23,1.0
COUNTRY_3536,BRAND_F620,0,
COUNTRY_3536,BRAND_F620,1,
COUNTRY_3536,BRAND_F620,2,
COUNTRY_3536,BRAND_F620,3,
COUNTRY_3536,BRAND_F620,4,
COUNTRY_3536,BRAND_F620,5,
COUNTRY_3536,BRAND_F620,6,
COUNTRY_3536,BRAND_F620,7,
COUNTRY_3536,BRAND_F620,8,
COUNTRY_3536,BRAND_F620,9,
COUNTRY_3536,BRAND_F620,10,
COUNTRY_3536,BRAND_F620,11,
COUNTRY_3536,BRAND_F620,12,
COUNTRY_3536,BRAND_F620,13,
COUNTRY_3536,BRAND_F620,14,
COUNTRY_3536,BRAND_F620,15,
COUNTRY_3536,BRAND_F620,16,
COUNTRY_3536,BRAND_F620,17,
COUNTRY_3536,BRAND_F620,18,
COUNTRY_3536,BRAND_F620,19,
COUNTRY_3536,BRAND_F620,20,
COUNTRY_3536,BRAND_F620,21,
COUNTRY_3536,BRAND_F620,22,
COUNTRY_3536,BRAND_F620,23,
COUNTRY_3536,BRAND_3339,0,1.0
COUNTRY_3536,BRAND_3339,1,1.0
COUNTRY_3536,BRAND_3339,2,1.0
COUNTRY_3536,BRAND_3339,3,1.0
COUNTRY_3536,BRAND_3339,4,1.0
COUNTRY_3536,BRAND_3339,5,1.0
COUNTRY_3536,BRAND_3339,6,1.0
COUNTRY_3536,BRAND_3339,7,1.0
COUNTRY_3536,BRAND_3339,8,1.0
COUNTRY_3536,BRAND_3339,9,1.0
COUNTRY_3536,BRAND_3339,10,1.0
COUNTRY_3536,BRAND_3339,11,1.0
COUNTRY_3536,BRAND_3339,12,1.0
COUNTRY_3536,BRAND_3339,13,1.0
COUNTRY_3536,BRAND_3339,14,1.0
COUNTRY_3536,BRAND_3339,15,1.0
COUNTRY_3536,BRAND_3339,16,1.0
COUNTRY_3536,BRAND_3339,17,1.0
COUNTRY_3536,BRAND_3339,18,1.0
COUNTRY_3536,BRAND_3339,19,1.0
COUNTRY_3536,BRAND_3339,20,1.0
COUNTRY_3536,BRAND_3339,21,1.0
COUNTRY_3536,BRAND_3339,22,1.0
COUNTRY_3536,BRAND_3339,23,1.0
COUNTRY_3536,BRAND_7A8A,0,0.0
COUNTRY_3536,BRAND_7A8A,1,0.0
COUNTRY_3536,BRAND_7A8A,2,0.0
COUNTRY_3536,BRAND_7A8A,3,0.0
COUNTRY_3536,BRAND_7A8A,4,0.0
COUNTRY_3536,BRAND_7A8A,5,0.0
COUNTRY_3536,BRAND_7A8A,6,0.0
COUNTRY_3536,BRAND_7A8A,7,0.0
COUNTRY_3536,BRAND_7A8A,8,0.0
COUNTRY_3536,BRAND_7A8A,9,1.0
COUNTRY_3536,BRAND_7A8A,10,1.0
COUNTRY_3536,BRAND_7A8A,11,1.0
COUNTRY_3536,BRAND_7A8A,12,1.0
COUNTRY_3536,BRAND_7A8A,13,1.0
COUNTRY_3536,BRAND_7A8A,14,1.0
COUNTRY_3536,BRAND_7A8A,15,1.0
COUNTRY_3536,BRAND_7A8A,16,1.0
COUNTRY_3536,BRAND_7A8A,17,1.0
COUNTRY_3536,BRAND_7A8A,18,1.0
COUNTRY_3536,BRAND_7A8A,19,1.0
COUNTRY_3536,BRAND_7A8A,20,1.0
COUNTRY_3536,BRAND_7A8A,21,1.0
COUNTRY_3536,BRAND_7A8A,22,1.0
COUNTRY_3536,BRAND_7A8A,23,1.0
COUNTRY_3536,BRAND_FD42,0,
COUNTRY_3536,BRAND_FD42,1,
COUNTRY_3536,BRAND_FD42,2,
COUNTRY_3536,BRAND_FD42,3,
COUNTRY_3536,BRAND_FD42,4,
COUNTRY_3536,BRAND_FD42,5,
COUNTRY_3536,BRAND_FD42,6,
COUNTRY_3536,BRAND_FD42,7,
COUNTRY_3536,BRAND_FD42,8,
COUNTRY_3536,BRAND_FD42,9,
COUNTRY_3536,BRAND_FD42,10,
COUNTRY_3536,BRAND_FD42,11,
COUNTRY_3536,BRAND_FD42,12,
COUNTRY_3536,BRAND_FD42,13,
COUNTRY_3536,BRAND_FD42,14,
COUNTRY_3536,BRAND_FD42,15,
COUNTRY_3536,BRAND_FD42,16,
COUNTRY_3536,BRAND_FD42,17,
COUNTRY_3536,BRAND_FD42,18,
COUNTRY_3536,BRAND_FD42,19,
COUNTRY_3536,BRAND_FD42,20,
COUNTRY_3536,BRAND_FD42,21,
COUNTRY_3536,BRAND_FD42,22,
COUNTRY_3536,BRAND_FD42,23,
COUNTRY_3536,BRAND_50AA,0,0.0
COUNTRY_3536,BRAND_50AA,1,0.0
COUNTRY_3536,BRAND_50AA,2,0.0
COUNTRY_3536,BRAND_50AA,3,0.0
COUNTRY_3536,BRAND_50AA,4,1.0
COUNTRY_3536,BRAND_50AA,5,1.0
COUNTRY_3536,BRAND_50AA,6,1.0
COUNTRY_3536,BRAND_50AA,7,1.0
COUNTRY_3536,BRAND_50AA,8,1.0
COUNTRY_3536,BRAND_50AA,9,1.0
COUNTRY_3536,BRAND_50AA,10,1.0
COUNTRY_3536,BRAND_50AA,11,1.0
COUNTRY_3536,BRAND_50AA,12,1.0
COUNTRY_3536,BRAND_50AA,13,1.0
COUNTRY_3536,BRAND_50AA,14,1.0
COUNTRY_3536,BRAND_50AA,15,1.0
COUNTRY_3536,BRAND_50AA,16,1.0
COUNTRY_3536,BRAND_50AA,17,1.0
COUNTRY_3536,BRAND_50AA,18,1.0
COUNTRY_3536,BRAND_50AA,19,1.0
COUNTRY_3536,BRAND_50AA,20,1.0
COUNTRY_3536,BRAND_50AA,21,1.0
COUNTRY_3536,BRAND_50AA,22,1.0
COUNTRY_3536,BRAND_50AA,23,1.0
COUNTRY_3536,BRAND_C7A1,0,1.0
COUNTRY_3536,BRAND_C7A1,1,1.0
COUNTRY_3536,BRAND_C7A1,2,1.0
COUNTRY_3536,BRAND_C7A1,3,1.0
COUNTRY_3536,BRAND_C7A1,4,1.0
COUNTRY_3536,BRAND_C7A1,5,1.0
COUNTRY_3536,BRAND_C7A1,6,1.0
COUNTRY_3536,BRAND_C7A1,7,1.0
COUNTRY_3536,BRAND_C7A1,8,1.0
COUNTRY_3536,BRAND_C7A1,9,1.0
COUNTRY_3536,BRAND_C7A1,10,1.0
COUNTRY_3536,BRAND_C7A1,11,1.0
COUNTRY_3536,BRAND_C7A1,12,1.0
COUNTRY_3536,BRAND_C7A1,13,1.0
COUNTRY_3536,BRAND_C7A1,14,1.0
COUNTRY_3536,BRAND_C7A1,15,1.0
COUNTRY_3536,BRAND_C7A1,16,1.0
COUNTRY_3536,BRAND_C7A1,17,1.0
COUNTRY_3536,BRAND_C7A1,18,1.0
COUNTRY_3536,BRAND_C7A1,19,1.0
COUNTRY_3536,BRAND_C7A1,20,1.0
COUNTRY_3536,BRAND_C7A1,21,1.0
COUNTRY_3536,BRAND_C7A1,22,1.0
COUNTRY_3536,BRAND_C7A1,23,1.0
COUNTRY_3536,BRAND_DBAC,0,
COUNTRY_3536,BRAND_DBAC,1,
COUNTRY_3536,BRAND_DBAC,2,
COUNTRY_3536,BRAND_DBAC,3,
COUNTRY_3536,BRAND_DBAC,4,
COUNTRY_3536,BRAND_DBAC,5,
COUNTRY_3536,BRAND_DBAC,6,
COUNTRY_3536,BRAND_DBAC,7,
COUNTRY_3536,BRAND_DBAC,8,
COUNTRY_3536,BRAND_DBAC,9,
COUNTRY_3536,BRAND_DBAC,10,
COUNTRY_3536,BRAND_DBAC,11,
COUNTRY_3536,BRAND_DBAC,12,
COUNTRY_3536,BRAND_DBAC,13,
COUNTRY_3536,BRAND_DBAC,14,
COUNTRY_3536,BRAND_DBAC,15,
COUNTRY_3536,BRAND_DBAC,16,
COUNTRY_3536,BRAND_DBAC,17,
COUNTRY_3536,BRAND_DBAC,18,
COUNTRY_3536,BRAND_DBAC,19,
COUNTRY_3536,BRAND_DBAC,20,
COUNTRY_3536,BRAND_DBAC,21,
COUNTRY_3536,BRAND_DBAC,22,
COUNTRY_3536,BRAND_DBAC,23,
COUNTRY_3536,BRAND_5D87,0,
COUNTRY_3536,BRAND_5D87,1,
COUNTRY_3536,BRAND_5D87,2,
COUNTRY_3536,BRAND_5D87,3,
COUNTRY_3536,BRAND_5D87,4,
COUNTRY_3536,BRAND_5D87,5,
COUNTRY_3536,BRAND_5D87,6,
COUNTRY_3536,BRAND_5D87,7,
COUNTRY_3536,BRAND_5D87,8,
COUNTRY_3536,BRAND_5D87,9,
COUNTRY_3536,BRAND_5D87,10,
COUNTRY_3536,BRAND_5D87,11,
COUNTRY_3536,BRAND_5D87,12,
COUNTRY_3536,BRAND_5D87,13,
COUNTRY_3536,BRAND_5D87,14,
COUNTRY_3536,BRAND_5D87,15,
COUNTRY_3536,BRAND_5D87,16,
COUNTRY_3536,BRAND_5D87,17,
COUNTRY_3536,BRAND_5D87,18,
COUNTRY_3536,BRAND_5D87,19,
COUNTRY_3536,BRAND_5D87,20,
COUNTRY_3536,BRAND_5D87,21,
COUNTRY_3536,BRAND_5D87,22,
COUNTRY_3536,BRAND_5D87,23,
COUNTRY_3536,BRAND_D096,0,
COUNTRY_3536,BRAND_D096,1,
COUNTRY_3536,BRAND_D096,2,
COUNTRY_3536,BRAND_D096,3,
COUNTRY_3536,BRAND_D096,4,
COUNTRY_3536,BRAND_D096,5,
COUNTRY_3536,BRAND_D096,6,
COUNTRY_3536,BRAND_D096,7,
COUNTRY_3536,BRAND_D096,8,
COUNTRY_3536,BRAND_D096,9,
COUNTRY_3536,BRAND_D096,10,
COUNTRY_3536,BRAND_D096,11,
COUNTRY_3536,BRAND_D096,12,
COUNTRY_3536,BRAND_D096,13,
COUNTRY_3536,BRAND_D096,14,
COUNTRY_3536,BRAND_D096,15,
COUNTRY_3536,BRAND_D096,16,
COUNTRY_3536,BRAND_D096,17,
COUNTRY_3536,BRAND_D096,18,
COUNTRY_3536,BRAND_D096,19,
COUNTRY_3536,BRAND_D096,20,
COUNTRY_3536,BRAND_D096,21,
COUNTRY_3536,BRAND_D096,22,
COUNTRY_3536,BRAND_D096,23,
COUNTRY_3536,BRAND_FD0D,0,0.0
COUNTRY_3536,BRAND_FD0D,1,0.0
COUNTRY_3536,BRAND_FD0D,2,0.0
COUNTRY_3536,BRAND_FD0D,3,0.0
COUNTRY_3536,BRAND_FD0D,4,0.0
COUNTRY_3536,BRAND_FD0D,5,0.0
COUNTRY_3536,BRAND_FD0D,6,1.0
COUNTRY_3536,BRAND_FD0D,7,1.0
COUNTRY_3536,BRAND_FD0D,8,1.0
COUNTRY_3536,BRAND_FD0D,9,1.0
COUNTRY_3536,BRAND_FD0D,10,1.0
COUNTRY_3536,BRAND_FD0D,11,1.0
COUNTRY_3536,BRAND_FD0D,12,1.0
COUNTRY_3536,BRAND_FD0D,13,1.0
COUNTRY_3536,BRAND_FD0D,14,1.0
COUNTRY_3536,BRAND_FD0D,15,1.0
COUNTRY_3536,BRAND_FD0D,16,1.0
COUNTRY_3536,BRAND_FD0D,17,1.0
COUNTRY_3536,BRAND_FD0D,18,1.0
COUNTRY_3536,BRAND_FD0D,19,1.0
COUNTRY_3536,BRAND_FD0D,20,1.0
COUNTRY_3536,BRAND_FD0D,21,1.0
COUNTRY_3536,BRAND_FD0D,22,1.0
COUNTRY_3536,BRAND_FD0D,23,1.0
COUNTRY_3536,BRAND_41B7,0,
COUNTRY_3536,BRAND_41B7,1,
COUNTRY_3536,BRAND_41B7,2,
COUNTRY_3536,BRAND_41B7,3,
COUNTRY_3536,BRAND_41B7,4,
COUNTRY_3536,BRAND_41B7,5,
COUNTRY_3536,BRAND_41B7,6,
COUNTRY_3536,BRAND_41B7,7,
COUNTRY_3536,BRAND_41B7,8,
COUNTRY_3536,BRAND_41B7,9,
COUNTRY_3536,BRAND_41B7,10,
COUNTRY_3536,BRAND_41B7,11,
COUNTRY_3536,BRAND_41B7,12,
