country,brand_name,ther_area,hospital_rate,main_package,biological,small_molecule
COUNTRY_0024,BRAND_C03F,Dermatology,0.1621613258934521,Others,False,True
COUNTRY_0024,BRAND_C35F,Haematology,,PILL,False,True
COUNTRY_0024,BRAND_C58F,Endocrinology_and_Metabolic_Disease,,PILL,False,True
COUNTRY_0024,BRAND_D71B,Nervous_system,1.2556865501199248,PILL,False,True
COUNTRY_0024,BRAND_D7A8,Cardiovascular_Metabolic,,PILL,False,True
COUNTRY_0024,BRAND_DA3D,Sensory_organs,0.0050597144552603,EYE DROP,False,True
COUNTRY_0024,BRAND_DB48,Cardiovascular_Metabolic,0.0620098369591418,PILL,False,True
COUNTRY_0024,BRAND_DF2E,Cardiovascular_Metabolic,0.0103992569480661,PILL,False,True
COUNTRY_0024,BRAND_E7C2,Anti-infectives,0.3277387658580494,PILL,False,True
COUNTRY_0024,BRAND_ED76,Cardiovascular_Metabolic,0.0173375814226669,PILL,False,True
COUNTRY_0024,BRAND_F7AB,Nervous_system,0.1147130171372752,PILL,False,True
COUNTRY_0024,BRAND_F826,Obstetrics_Gynaecology,0.5118538860271182,Others,False,True
COUNTRY_0024,BRAND_FA46,Antineoplastic_and_immunology,42.348398805515664,INJECTION,True,False
COUNTRY_0024,BRAND_FD42,Endocrinology_and_Metabolic_Disease,0.3101316248171288,Others,True,False
COUNTRY_0024,BRAND_FE76,Nervous_system,99.71398860983814,INJECTION,False,True
COUNTRY_01A1,BRAND_0DC5,Antineoplastic_and_immunology,99.76646725741392,INJECTION,True,False
COUNTRY_01A1,BRAND_1147,Nervous_system,0.9650746243523322,INJECTION,True,False
COUNTRY_01A1,BRAND_127B,Sensory_organs,0.0588743634855,EYE DROP,False,True
COUNTRY_01A1,BRAND_15B2,Cardiovascular_Metabolic,0.0171504799877754,Others,False,True
COUNTRY_01A1,BRAND_1C1E,Muscoskeletal_Rheumatology_and_Osteology,0.536278141781586,PILL,False,True
COUNTRY_01A1,BRAND_1DF6,Sensory_organs,0.2221465756560219,EYE DROP,False,True
COUNTRY_01A1,BRAND_2096,Anti-infectives,94.64609800360374,INJECTION,False,True
COUNTRY_01A1,BRAND_3C69,Cardiovascular_Metabolic,0.2636258761499793,PILL,False,True
COUNTRY_01A1,BRAND_3E0C,Antineoplastic_and_immunology,98.3298228314307,INJECTION,True,False
COUNTRY_01A1,BRAND_41B7,Nervous_system,1.1205001055618184,PILL,False,True
COUNTRY_01A1,BRAND_52CE,Antineoplastic_and_immunology,81.03017423387065,INJECTION,True,False
COUNTRY_01A1,BRAND_562D,Obstetrics_Gynaecology,0.1802989733722633,PILL,False,True
COUNTRY_01A1,BRAND_716B,Endocrinology_and_Metabolic_Disease,0.1121488692622679,PILL,False,True
COUNTRY_01A1,BRAND_748D,Respiratory_and_Immuno-inflammatory,0.1938627495605869,INHALER,False,True
COUNTRY_01A1,BRAND_77F6,Antineoplastic_and_immunology,95.0576368876035,PILL,False,True
COUNTRY_01A1,BRAND_9794,Nervous_system,0.0280958236839572,PILL,False,True
COUNTRY_01A1,BRAND_9A7C,Cardiovascular_Metabolic,0.0382628658886542,PILL,False,True
COUNTRY_01A1,BRAND_A999,Anti-infectives,0.0692144163741527,PILL,False,True
COUNTRY_01A1,BRAND_AC8E,Cardiovascular_Metabolic,0.1323761519270911,PILL,False,True
COUNTRY_01A1,BRAND_BA38,Nervous_system,0.9138840070297622,PILL,False,True
COUNTRY_01A1,BRAND_BECC,Systemic_Hormones,98.1601346705542,PILL,False,True
COUNTRY_01A1,BRAND_C967,Sensory_organs,0.1989154861556427,EYE DROP,False,True
COUNTRY_01A1,BRAND_D8AA,Sensory_organs,0.1029028740826048,EYE DROP,False,True
COUNTRY_01A1,BRAND_E4D2,Cardiovascular_Metabolic,0.1173883525870066,PILL,False,True
COUNTRY_01A1,BRAND_E7D1,Anti-infectives,89.0782294067611,INJECTION,False,True
COUNTRY_01A1,BRAND_ED43,Sensory_organs,0.2858894185520835,EYE DROP,False,True
COUNTRY_01A1,BRAND_ED76,Cardiovascular_Metabolic,0.0282170273152111,PILL,False,True
COUNTRY_01A1,BRAND_F62A,Cardiovascular_Metabolic,0.0225583850635038,PILL,False,True
COUNTRY_01A1,BRAND_FD0D,Respiratory_and_Immuno-inflammatory,0.0182154912056775,INHALER,False,True
COUNTRY_0309,BRAND_0417,Cardiovascular_Metabolic,0.0229741790132407,Others,False,True
COUNTRY_0309,BRAND_0550,Antineoplastic_and_immunology,99.99999999999076,Others,False,True
COUNTRY_0309,BRAND_0644,Obstetrics_Gynaecology,3.084599348976258,PILL,False,True
COUNTRY_0309,BRAND_07D9,Endocrinology_and_Metabolic_Disease,0.2978734681478275,PILL,False,False
COUNTRY_0309,BRAND_0DC5,Antineoplastic_and_immunology,1.8179312071669824,INJECTION,True,False
COUNTRY_0309,BRAND_0E43,Cardiovascular_Metabolic,1.288131036371496,PILL,False,True
COUNTRY_0309,BRAND_0F85,Cardiovascular_Metabolic,3.855018216116664,PILL,False,True
COUNTRY_0309,BRAND_1147,Nervous_system,0.3032402798928896,INJECTION,True,False
COUNTRY_0309,BRAND_124A,Respiratory_and_Immuno-inflammatory,0.484593175525937,Others,False,True
COUNTRY_0309,BRAND_12CB,Parasitology,9.953223543461336,Others,False,True
COUNTRY_0309,BRAND_17F3,Cardiovascular_Metabolic,0.971274593425636,PILL,False,True
COUNTRY_0309,BRAND_195B,Cardiovascular_Metabolic,99.99999999999852,INJECTION,False,True
COUNTRY_0309,BRAND_1B14,Nervous_system,16.354954877404992,PILL,False,False
COUNTRY_0309,BRAND_1C33,Obstetrics_Gynaecology,0.820876644326296,PILL,False,True
COUNTRY_0309,BRAND_2096,Anti-infectives,69.45220506584721,PILL,False,True
COUNTRY_0309,BRAND_260B,Obstetrics_Gynaecology,2.0223060801731845,PILL,False,True
COUNTRY_0309,BRAND_26FA,Antineoplastic_and_immunology,94.66347274488996,INJECTION,False,True
COUNTRY_0309,BRAND_2820,Anti-infectives,99.99999999999837,INJECTION,False,True
COUNTRY_0309,BRAND_2F6C,Antineoplastic_and_immunology,0.1633064405649042,INJECTION,True,False
COUNTRY_0309,BRAND_31BE,Nervous_system,8.657897271768872,PILL,False,True
COUNTRY_0309,BRAND_3433,Muscoskeletal_Rheumatology_and_Osteology,99.9999999999999,Others,False,True
COUNTRY_0309,BRAND_34FD,Others,99.99999999999984,PILL,False,True
COUNTRY_0309,BRAND_37DB,Sensory_organs,0.5932920462148089,EYE DROP,False,True
COUNTRY_0309,BRAND_3C69,Cardiovascular_Metabolic,2.7046017423172466,PILL,False,True
COUNTRY_0309,BRAND_3CB9,Antineoplastic_and_immunology,1.2805707984439665,PILL,False,True
COUNTRY_0309,BRAND_3CFF,Nervous_system,5.12074491744297,PILL,False,True
COUNTRY_0309,BRAND_3E44,Nervous_system,0.0404367248605869,PILL,False,True
COUNTRY_0309,BRAND_41B7,Nervous_system,3.2010185702482308,PILL,False,True
COUNTRY_0309,BRAND_467B,Antineoplastic_and_immunology,0.6954601153436504,Others,True,False
COUNTRY_0309,BRAND_4713,Obstetrics_Gynaecology,1.6231997686867174,PILL,False,True
COUNTRY_0309,BRAND_4828,Parasitology,4.307901027175201,PILL,False,True
COUNTRY_0309,BRAND_5077,Nervous_system,0.31348664221189,PILL,False,True
COUNTRY_0309,BRAND_52CE,Antineoplastic_and_immunology,99.99999999999947,INJECTION,True,False
COUNTRY_0309,BRAND_5301,Cardiovascular_Metabolic,99.9999999999443,INJECTION,False,True
COUNTRY_0309,BRAND_5375,Haematology,3.2064971746490305,PILL,False,True
COUNTRY_0309,BRAND_562D,Obstetrics_Gynaecology,0.5318397108749962,PILL,False,True
COUNTRY_0309,BRAND_568F,Obstetrics_Gynaecology,0.0053545188756172,PILL,False,True
COUNTRY_0309,BRAND_596C,Obstetrics_Gynaecology,99.99999999999912,Others,True,False
COUNTRY_0309,BRAND_5CBB,Antineoplastic_and_immunology,99.99999999999888,INJECTION,False,True
COUNTRY_0309,BRAND_5D2C,Systemic_Hormones,1.408064699616299,Others,True,False
COUNTRY_0309,BRAND_5D89,Cardiovascular_Metabolic,0.0666595902770406,PILL,False,True
COUNTRY_0309,BRAND_6463,Antineoplastic_and_immunology,4.357643604906277,PILL,False,True
COUNTRY_0309,BRAND_64B8,Anti-infectives,99.99999999999932,INJECTION,False,True
COUNTRY_0309,BRAND_6801,Dermatology,0.978408663410606,Others,False,True
COUNTRY_0309,BRAND_68E3,Muscoskeletal_Rheumatology_and_Osteology,1.4796978295797651,PILL,False,True
COUNTRY_0309,BRAND_72C6,Antineoplastic_and_immunology,99.99999999999984,Others,True,False
COUNTRY_0309,BRAND_72E5,Nervous_system,4.49229109724271,PILL,False,False
COUNTRY_0309,BRAND_746A,Endocrinology_and_Metabolic_Disease,99.99999999999837,PILL,False,True
COUNTRY_0309,BRAND_748D,Respiratory_and_Immuno-inflammatory,2.0058080752746643,Others,False,True
COUNTRY_0309,BRAND_75FD,Anti-infectives,20.110909837129523,PILL,False,True
COUNTRY_0309,BRAND_77F6,Antineoplastic_and_immunology,1.986305935408676,PILL,False,True
COUNTRY_0309,BRAND_7BCC,Nervous_system,6.369944510753679,PILL,False,True
COUNTRY_0309,BRAND_85A3,Antineoplastic_and_immunology,1.3034213476223178,PILL,False,True
COUNTRY_0309,BRAND_87EC,Antineoplastic_and_immunology,3.0639110581289466,PILL,True,False
COUNTRY_0309,BRAND_8CF3,Antineoplastic_and_immunology,1.9999303414858127,PILL,False,True
COUNTRY_0309,BRAND_8E2A,Anti-infectives,19.458965058910987,PILL,False,True
COUNTRY_0309,BRAND_9293,Anti-infectives,17.118697181872555,PILL,False,True
COUNTRY_0309,BRAND_9671,Nervous_system,3.552787704936168,PILL,False,True
COUNTRY_0309,BRAND_9925,Antineoplastic_and_immunology,0.7662377977026323,PILL,False,True
COUNTRY_0309,BRAND_9A7C,Cardiovascular_Metabolic,99.99999999999972,PILL,False,True
COUNTRY_0309,BRAND_9AFE,Nervous_system,99.99999999999925,INJECTION,False,True
COUNTRY_0309,BRAND_9D16,Sensory_organs,0.3001945043587946,EYE DROP,False,True
COUNTRY_0309,BRAND_9EFF,Antineoplastic_and_immunology,1.5434458400857023,INJECTION,False,True
COUNTRY_0309,BRAND_A438,Endocrinology_and_Metabolic_Disease,17.75623149225894,CREAM,False,True
COUNTRY_0309,BRAND_A4D1,Cardiovascular_Metabolic,0.8092006441881126,PILL,False,True
COUNTRY_0309,BRAND_A84E,Cardiovascular_Metabolic,0.2626989124554502,PILL,False,True
COUNTRY_0309,BRAND_AB82,Respiratory_and_Immuno-inflammatory,0.0090834881495468,PILL,False,True
COUNTRY_0309,BRAND_AC8E,Cardiovascular_Metabolic,0.0796817415097613,PILL,False,True
COUNTRY_0309,BRAND_ACB8,Others,5.225117227250983,PILL,False,True
COUNTRY_0309,BRAND_AFB9,Anti-infectives,8.297793083008505,EYE DROP,False,True
COUNTRY_0309,BRAND_AFD6,Haematology,99.99999999999751,INJECTION,False,True
COUNTRY_0309,BRAND_B137,Anti-infectives,19.045208897116897,PILL,False,True
COUNTRY_0309,BRAND_B14B,Antineoplastic_and_immunology,99.99999999999956,Others,False,True
COUNTRY_0309,BRAND_BA21,Cardiovascular_Metabolic,0.8720688726634845,PILL,False,True
COUNTRY_0309,BRAND_BA38,Nervous_system,1.670036492553725,PILL,False,True
COUNTRY_0309,BRAND_BDE9,Nervous_system,4.971569082011002,Others,False,True
COUNTRY_0309,BRAND_BECC,Systemic_Hormones,5.759928119927877,PILL,False,True
COUNTRY_0309,BRAND_C967,Sensory_organs,0.1876891838754209,EYE DROP,False,True
COUNTRY_0309,BRAND_D064,Nervous_system,0.0683615814613983,PILL,False,True
COUNTRY_0309,BRAND_D72F,Anti-infectives,0.0549581455335792,PILL,False,False
COUNTRY_0309,BRAND_D8AA,Sensory_organs,0.4925538940570733,EYE DROP,False,True
COUNTRY_0309,BRAND_DB48,Cardiovascular_Metabolic,1.2308853954864063,PILL,False,True
COUNTRY_0309,BRAND_DE42,Respiratory_and_Immuno-inflammatory,0.0070251997582467,PILL,False,True
COUNTRY_0309,BRAND_E356,Obstetrics_Gynaecology,0.021693861531468,PILL,False,True
COUNTRY_0309,BRAND_E7B0,Sensory_organs,0.5759880977869907,EYE DROP,False,True
COUNTRY_0309,BRAND_ED76,Cardiovascular_Metabolic,0.128409254001572,PILL,False,True
COUNTRY_0309,BRAND_EE1E,Parasitology,1.1247115213787324,PILL,False,True
COUNTRY_0309,BRAND_EF25,Cardiovascular_Metabolic,99.99999999999994,PILL,False,True
COUNTRY_0309,BRAND_F323,Anti-infectives,24.45067962427875,PILL,False,True
COUNTRY_0309,BRAND_F3BD,Nervous_system,9.496953423364184,PILL,False,True
COUNTRY_0309,BRAND_F94A,Anti-infectives,99.99999999999945,INJECTION,True,False
COUNTRY_0309,BRAND_FA7A,Sensory_organs,4.244320080337427,EYE DROP,False,True
COUNTRY_0309,BRAND_FD0D,Respiratory_and_Immuno-inflammatory,2.070499267991677,INHALER,False,True
COUNTRY_0309,BRAND_FD42,Endocrinology_and_Metabolic_Disease,2.235340439891778,Others,True,False
COUNTRY_0309,BRAND_FE76,Nervous_system,99.99999999999964,INJECTION,False,True
COUNTRY_0309,BRAND_FF4D,Nervous_system,99.9999999999998,INJECTION,False,False
COUNTRY_0309,BRAND_FF98,Antineoplastic_and_immunology,99.99999999999926,INJECTION,False,True
COUNTRY_0538,BRAND_D8F1,Nervous_system,,PILL,False,True
COUNTRY_06E4,BRAND_09BA,Nervous_system,2.772211709685453,PILL,False,True
COUNTRY_06E4,BRAND_0D48,Anti-infectives,62.891890240174725,PILL,False,True
COUNTRY_06E4,BRAND_0F85,Cardiovascular_Metabolic,3.0865169094391125,PILL,False,True
COUNTRY_06E4,BRAND_1147,Nervous_system,0.2057231770133054,INJECTION,True,False
COUNTRY_06E4,BRAND_13EE,Endocrinology_and_Metabolic_Disease,1.4033018867924436,PILL,False,True
COUNTRY_06E4,BRAND_15B2,Cardiovascular_Metabolic,0.5383292484216428,Others,False,True
COUNTRY_06E4,BRAND_1865,Muscoskeletal_Rheumatology_and_Osteology,98.94551845342632,INJECTION,False,False
COUNTRY_06E4,BRAND_1C1E,Muscoskeletal_Rheumatology_and_Osteology,1.1325332844910407,PILL,False,True
COUNTRY_06E4,BRAND_1C33,Obstetrics_Gynaecology,1.908799922673992,PILL,False,True
COUNTRY_06E4,BRAND_1F12,Muscoskeletal_Rheumatology_and_Osteology,1.57780470281521,PILL,False,True
COUNTRY_06E4,BRAND_2096,Anti-infectives,30.700172364453813,PILL,False,True
COUNTRY_06E4,BRAND_26BF,Haematology,4.9685722837325095,INJECTION,True,False
COUNTRY_06E4,BRAND_2F6C,Antineoplastic_and_immunology,0.0690871759840552,INJECTION,True,False
COUNTRY_06E4,BRAND_2FDB,Dermatology,0.5423225284967951,PILL,False,True
COUNTRY_06E4,BRAND_31BE,Nervous_system,4.094823991942644,PILL,False,True
COUNTRY_06E4,BRAND_37DB,Sensory_organs,2.220206370413736,EYE DROP,False,True
COUNTRY_06E4,BRAND_3C69,Cardiovascular_Metabolic,2.697414112124421,PILL,False,True
COUNTRY_06E4,BRAND_3CB9,Antineoplastic_and_immunology,0.43771777003484,PILL,False,True
COUNTRY_06E4,BRAND_3E0C,Antineoplastic_and_immunology,99.91961364503324,INJECTION,True,False
COUNTRY_06E4,BRAND_40F3,Nervous_system,0.7737462913692286,PILL,False,True
COUNTRY_06E4,BRAND_41B7,Nervous_system,1.43905298325087,PILL,False,True
COUNTRY_06E4,BRAND_467B,Antineoplastic_and_immunology,0.1653790126914115,INJECTION,True,False
COUNTRY_06E4,BRAND_52CE,Antineoplastic_and_immunology,99.79647034346308,INJECTION,True,False
COUNTRY_06E4,BRAND_5375,Haematology,3.879146016012193,PILL,False,True
COUNTRY_06E4,BRAND_562D,Obstetrics_Gynaecology,3.4554569269331505,PILL,False,True
COUNTRY_06E4,BRAND_568F,Obstetrics_Gynaecology,0.1392733794032573,PILL,False,True
COUNTRY_06E4,BRAND_596C,Obstetrics_Gynaecology,99.79639621286796,INJECTION,True,False
COUNTRY_06E4,BRAND_5CBB,Antineoplastic_and_immunology,99.66027074340047,INJECTION,False,True
COUNTRY_06E4,BRAND_72C6,Antineoplastic_and_immunology,98.25209868551538,INJECTION,True,False
COUNTRY_06E4,BRAND_75FD,Anti-infectives,99.99646486269882,PILL,False,True
COUNTRY_06E4,BRAND_7C69,Obstetrics_Gynaecology,2.9936850062431817,CREAM,False,False
COUNTRY_06E4,BRAND_7D7B,Cardiovascular_Metabolic,1.907109672350964,PILL,False,True
COUNTRY_06E4,BRAND_85A3,Antineoplastic_and_immunology,0.0907770515613623,PILL,False,True
COUNTRY_06E4,BRAND_89C4,Anti-infectives,97.49542453037094,INJECTION,False,True
COUNTRY_06E4,BRAND_89FE,Systemic_Hormones,18.71546690700801,INJECTION,True,False
COUNTRY_06E4,BRAND_8B04,Endocrinology_and_Metabolic_Disease,1.2528148730034037,PILL,False,False
COUNTRY_06E4,BRAND_8CF3,Antineoplastic_and_immunology,0.4094689699296138,PILL,False,True
COUNTRY_06E4,BRAND_9671,Nervous_system,2.4357598405795224,PILL,False,True
COUNTRY_06E4,BRAND_9925,Antineoplastic_and_immunology,4.009168329743709,PILL,False,True
COUNTRY_06E4,BRAND_9A7C,Cardiovascular_Metabolic,1.142397425583205,PILL,False,True
COUNTRY_06E4,BRAND_9EFF,Antineoplastic_and_immunology,1.6540215244317389,INJECTION,False,True
COUNTRY_06E4,BRAND_A4D1,Cardiovascular_Metabolic,1.4600952349349263,PILL,False,True
COUNTRY_06E4,BRAND_A84E,Cardiovascular_Metabolic,0.8897048401295437,PILL,False,True
COUNTRY_06E4,BRAND_AC8E,Cardiovascular_Metabolic,0.5912225710122574,PILL,False,True
COUNTRY_06E4,BRAND_ACB8,Others,4.269121192198112,PILL,False,True
COUNTRY_06E4,BRAND_B14B,Antineoplastic_and_immunology,99.99829055445012,INJECTION,False,True
COUNTRY_06E4,BRAND_BA38,Nervous_system,2.037682566297486,PILL,False,True
COUNTRY_06E4,BRAND_BBE5,Parasitology,0.444419471888075,Others,False,False
COUNTRY_06E4,BRAND_BC62,Muscoskeletal_Rheumatology_and_Osteology,1.4303273411191768,PILL,False,True
COUNTRY_06E4,BRAND_BECC,Systemic_Hormones,4.4025980684397465,PILL,False,True
COUNTRY_06E4,BRAND_BFB2,Antineoplastic_and_immunology,24.05162915157436,PILL,False,True
COUNTRY_06E4,BRAND_C20B,Obstetrics_Gynaecology,1.267158252977876,PILL,False,True
COUNTRY_06E4,BRAND_D71B,Nervous_system,10.03243967692312,PILL,False,True
COUNTRY_06E4,BRAND_D9E0,Anti-infectives,99.8122288649451,INJECTION,False,True
COUNTRY_06E4,BRAND_DB48,Cardiovascular_Metabolic,0.8769044406582689,PILL,False,True
COUNTRY_06E4,BRAND_DF2E,Cardiovascular_Metabolic,1.1030590649650465,PILL,False,True
COUNTRY_06E4,BRAND_E356,Obstetrics_Gynaecology,2.479241012432432,PILL,False,True
COUNTRY_06E4,BRAND_E7D1,Anti-infectives,62.77674509981619,PILL,False,True
COUNTRY_06E4,BRAND_E80E,Obstetrics_Gynaecology,0.2606364695174477,PILL,False,True
COUNTRY_06E4,BRAND_ED76,Cardiovascular_Metabolic,0.5624180816675726,PILL,False,True
COUNTRY_06E4,BRAND_FA46,Antineoplastic_and_immunology,99.98162389116332,INJECTION,True,False
COUNTRY_06E4,BRAND_FB8A,Muscoskeletal_Rheumatology_and_Osteology,2.9909177292113207,PILL,False,True
COUNTRY_06E4,BRAND_FD0D,Respiratory_and_Immuno-inflammatory,0.6202315234646679,INHALER,False,True
COUNTRY_06E4,BRAND_FD42,Endocrinology_and_Metabolic_Disease,2.068002993529541,INJECTION,True,False
COUNTRY_06E4,BRAND_FF98,Antineoplastic_and_immunology,99.96737593792368,INJECTION,False,True
COUNTRY_0C7D,BRAND_09BA,Nervous_system,0.1125045181335739,PILL,False,True
COUNTRY_0C7D,BRAND_0D48,Anti-infectives,66.94963584858012,PILL,False,True
COUNTRY_0C7D,BRAND_0DC5,Antineoplastic_and_immunology,47.2286200142016,INJECTION,True,False
COUNTRY_0C7D,BRAND_118A,Endocrinology_and_Metabolic_Disease,1.982023976663319,INJECTION,False,True
COUNTRY_0C7D,BRAND_1C1E,Muscoskeletal_Rheumatology_and_Osteology,0.5578375377063218,PILL,False,True
COUNTRY_0C7D,BRAND_2F6C,Antineoplastic_and_immunology,0.0063544122168699,INJECTION,True,False
COUNTRY_0C7D,BRAND_3E0C,Antineoplastic_and_immunology,92.03417053823554,INJECTION,True,False
COUNTRY_0C7D,BRAND_40F3,Nervous_system,0.6686799752548028,PILL,False,True
COUNTRY_0C7D,BRAND_467B,Antineoplastic_and_immunology,0.0061993306198961,INJECTION,True,False
COUNTRY_0C7D,BRAND_4C9F,Haematology,98.89957676029024,INJECTION,False,True
COUNTRY_0C7D,BRAND_52CE,Antineoplastic_and_immunology,70.5153267901385,INJECTION,True,False
COUNTRY_0C7D,BRAND_64B8,Anti-infectives,96.21493410006694,INJECTION,False,True
COUNTRY_0C7D,BRAND_9209,Anti-infectives,0.0442664842350952,PILL,False,True
COUNTRY_0C7D,BRAND_AC8E,Cardiovascular_Metabolic,2.103906944671276,PILL,False,True
COUNTRY_0C7D,BRAND_BECC,Systemic_Hormones,77.64939744067242,PILL,False,True
COUNTRY_0C7D,BRAND_C967,Sensory_organs,0.1538016643107532,EYE DROP,False,True
COUNTRY_0C7D,BRAND_D096,Nervous_system,97.3416586130008,INHALER,False,True
COUNTRY_0C7D,BRAND_E80E,Obstetrics_Gynaecology,0.6901476508296174,PILL,False,True
COUNTRY_0C7D,BRAND_EE95,Cardiovascular_Metabolic,2.021220942027138,PILL,False,True
COUNTRY_0C7D,BRAND_F7AB,Nervous_system,1.0193196164584395,PILL,False,True
COUNTRY_0C7D,BRAND_FB8A,Muscoskeletal_Rheumatology_and_Osteology,0.8437375311215689,PILL,False,True
COUNTRY_0C7D,BRAND_FD0D,Respiratory_and_Immuno-inflammatory,2.151419501078887,INHALER,False,True
COUNTRY_0C7D,BRAND_FD42,Endocrinology_and_Metabolic_Disease,0.3101316248171288,INJECTION,True,False
COUNTRY_0C7D,BRAND_FF98,Antineoplastic_and_immunology,99.08633531321736,INJECTION,False,True
COUNTRY_1007,BRAND_0417,Cardiovascular_Metabolic,0.0127657625907126,PILL,False,True
COUNTRY_1007,BRAND_0721,Anti-infectives,100.0,PILL,False,True
COUNTRY_1007,BRAND_09BA,Nervous_system,81.00840370406407,Others,False,True
COUNTRY_1007,BRAND_0D48,Anti-infectives,99.99999999999996,Others,False,True
COUNTRY_1007,BRAND_0DC5,Antineoplastic_and_immunology,96.92138440283364,Others,True,False
COUNTRY_1007,BRAND_10CE,Endocrinology_and_Metabolic_Disease,82.61540548613662,Others,False,True
COUNTRY_1007,BRAND_118A,Endocrinology_and_Metabolic_Disease,99.99999999999912,Others,False,True
COUNTRY_1007,BRAND_127A,Anti-infectives,84.71391337601884,Others,False,True
COUNTRY_1007,BRAND_12CB,Parasitology,99.9999999999994,Others,False,True
COUNTRY_1007,BRAND_13E0,Endocrinology_and_Metabolic_Disease,7.828123060080181,INJECTION,True,False
COUNTRY_1007,BRAND_1729,Anti-infectives,99.98316280731468,Others,False,True
COUNTRY_1007,BRAND_1C33,Obstetrics_Gynaecology,1.3663862701919152,Others,False,True
COUNTRY_1007,BRAND_1DF6,Sensory_organs,3.2962024515733988,Others,False,True
COUNTRY_1007,BRAND_1F12,Muscoskeletal_Rheumatology_and_Osteology,0.928303173581359,Others,False,True
COUNTRY_1007,BRAND_2096,Anti-infectives,99.92599942510036,Others,False,True
COUNTRY_1007,BRAND_2467,Nervous_system,0.5660422060125443,Others,False,True
COUNTRY_1007,BRAND_260B,Obstetrics_Gynaecology,0.1500436800079506,PILL,False,True
COUNTRY_1007,BRAND_26BF,Haematology,99.999999999975,Others,True,False
COUNTRY_1007,BRAND_2C05,Haematology,99.99999999999278,Others,False,True
COUNTRY_1007,BRAND_2F6C,Antineoplastic_and_immunology,99.9901870210778,Others,True,False
COUNTRY_1007,BRAND_31BE,Nervous_system,81.28409779998158,Others,False,True
COUNTRY_1007,BRAND_33FD,Endocrinology_and_Metabolic_Disease,99.99999999999868,PILL,False,True
COUNTRY_1007,BRAND_34FD,Others,99.93189688542778,Others,False,True
COUNTRY_1007,BRAND_36FD,Antineoplastic_and_immunology,99.95931502670832,PILL,False,True
COUNTRY_1007,BRAND_37DB,Sensory_organs,1.4705337083280692,Others,False,True
COUNTRY_1007,BRAND_3BFE,Others,86.49905449756453,Others,False,True
COUNTRY_1007,BRAND_3C69,Cardiovascular_Metabolic,80.80255893217314,Others,False,True
COUNTRY_1007,BRAND_3CB9,Antineoplastic_and_immunology,99.99024094668889,PILL,False,True
COUNTRY_1007,BRAND_3E0C,Antineoplastic_and_immunology,99.98484335527878,Others,True,False
